ID_code,target
test_61005,0.008641
test_61006,0.001133
test_61007,0.022675
test_61008,0.066455
test_61009,0.061611
test_61010,0.065454
test_61011,0.944434
test_61012,0.123611
test_61013,0.185022
test_61014,0.981795
test_61015,0.012139
test_61016,0.855736
test_61017,0.208240
test_61018,0.092159
test_61019,0.029563
test_61020,0.926747
test_61021,0.970448
test_61022,0.043602
test_61023,0.073851
test_61024,0.056730
test_61025,0.020738
test_61026,0.888014
test_61027,0.006721
test_61028,0.030238
test_61029,0.007673
test_61030,0.136432
test_61031,0.066228
test_61032,0.019645
test_61033,0.030106
test_61034,0.050254
test_61035,0.789635
test_61036,0.017516
test_61037,0.029525
test_61038,0.019603
test_61039,0.884602
test_61040,0.015660
test_61041,0.956406
test_61042,0.028853
test_61043,0.058830
test_61044,0.005726
test_61045,0.013790
test_61046,0.000581
test_61047,0.862033
test_61048,0.021234
test_61049,0.004678
test_61050,0.003744
test_61051,0.121769
test_61052,0.897902
test_61053,0.133282
test_61054,0.026430
test_61055,0.195181
test_61056,0.000794
test_61057,0.050118
test_61058,0.989787
test_61059,0.027955
test_61060,0.051181
test_61061,0.137609
test_61062,0.035865
test_61063,0.945980
test_61064,0.789335
test_61065,0.936954
test_61066,0.079607
test_61067,0.002296
test_61068,0.058553
test_61069,0.080712
test_61070,0.034181
test_61071,0.991425
test_61072,0.926757
test_61073,0.976731
test_61074,0.069027
test_61075,0.045262
test_61076,0.015098
test_61077,0.939135
test_61078,0.068299
test_61079,0.911262
test_61080,0.003955
test_61081,0.965092
test_61082,0.864385
test_61083,0.016527
test_61084,0.012627
test_61085,0.038746
test_61086,0.001910
test_61087,0.011264
test_61088,0.017230
test_61089,0.041097
test_61090,0.006346
test_61091,0.033182
test_61092,0.236584
test_61093,0.002188
test_61094,0.078115
test_61095,0.033849
test_61096,0.163924
test_61097,0.017477
test_61098,0.931284
test_61099,0.048260
test_61100,0.004291
test_61101,0.948110
test_61102,0.040603
test_61103,0.016571
test_61104,0.128748
test_61105,0.013776
test_61106,0.012386
test_61107,0.027536
test_61108,0.013367
test_61109,0.105457
test_61110,0.930339
test_61111,0.055045
test_61112,0.176217
test_61113,0.001003
test_61114,0.788763
test_61115,0.941194
test_61116,0.910740
test_61117,0.936368
test_61118,0.002781
test_61119,0.003090
test_61120,0.096027
test_61121,0.947047
test_61122,0.067777
test_61123,0.015095
test_61124,0.087132
test_61125,0.002358
test_61126,0.170923
test_61127,0.968139
test_61128,0.018250
test_61129,0.864594
test_61130,0.020189
test_61131,0.109654
test_61132,0.153743
test_61133,0.851010
test_61134,0.010854
test_61135,0.755222
test_61136,0.917062
test_61137,0.025977
test_61138,0.835921
test_61139,0.052830
test_61140,0.036851
test_61141,0.007743
test_61142,0.001896
test_61143,0.078515
test_61144,0.923369
test_61145,0.960542
test_61146,0.826993
test_61147,0.006577
test_61148,0.214808
test_61149,0.012759
test_61150,0.034227
test_61151,0.941718
test_61152,0.033325
test_61153,0.006035
test_61154,0.974713
test_61155,0.030621
test_61156,0.884074
test_61157,0.023315
test_61158,0.043564
test_61159,0.068659
test_61160,0.060118
test_61161,0.955946
test_61162,0.057360
test_61163,0.005567
test_61164,0.020989
test_61165,0.063796
test_61166,0.919319
test_61167,0.013976
test_61168,0.169488
test_61169,0.154476
test_61170,0.054287
test_61171,0.002648
test_61172,0.012931
test_61173,0.198698
test_61174,0.021279
test_61175,0.108936
test_61176,0.043059
test_61177,0.837568
test_61178,0.077877
test_61179,0.000547
test_61180,0.735776
test_61181,0.034013
test_61182,0.004979
test_61183,0.034991
test_61184,0.021675
test_61185,0.088760
test_61186,0.119352
test_61187,0.731699
test_61188,0.010114
test_61189,0.066099
test_61190,0.017001
test_61191,0.077649
test_61192,0.847029
test_61193,0.058714
test_61194,0.079085
test_61195,0.083061
test_61196,0.849790
test_61197,0.002567
test_61198,0.047790
test_61199,0.021866
test_61200,0.031332
test_61201,0.855162
test_61202,0.011564
test_61203,0.186596
test_61204,0.036152
test_61205,0.008048
test_61206,0.114028
test_61207,0.054166
test_61208,0.114061
test_61209,0.863741
test_61210,0.974560
test_61211,0.025102
test_61212,0.115802
test_61213,0.878308
test_61214,0.243228
test_61215,0.983997
test_61216,0.892751
test_61217,0.880823
test_61218,0.931202
test_61219,0.082753
test_61220,0.059448
test_61221,0.036642
test_61222,0.032763
test_61223,0.009940
test_61224,0.042548
test_61225,0.082436
test_61226,0.164984
test_61227,0.000193
test_61228,0.031588
test_61229,0.069897
test_61230,0.854682
test_61231,0.012833
test_61232,0.829578
test_61233,0.939491
test_61234,0.028718
test_61235,0.956308
test_61236,0.033056
test_61237,0.003778
test_61238,0.112608
test_61239,0.110597
test_61240,0.045904
test_61241,0.017602
test_61242,0.821658
test_61243,0.008590
test_61244,0.006008
test_61245,0.022166
test_61246,0.037996
test_61247,0.957376
test_61248,0.198012
test_61249,0.132095
test_61250,0.004686
test_61251,0.110768
test_61252,0.027003
test_61253,0.909679
test_61254,0.938062
test_61255,0.025871
test_61256,0.038128
test_61257,0.022300
test_61258,0.897414
test_61259,0.871460
test_61260,0.002979
test_61261,0.822762
test_61262,0.130252
test_61263,0.207312
test_61264,0.972821
test_61265,0.119956
test_61266,0.009393
test_61267,0.009433
test_61268,0.003805
test_61269,0.931285
test_61270,0.028817
test_61271,0.939297
test_61272,0.019075
test_61273,0.887748
test_61274,0.031069
test_61275,0.927841
test_61276,0.119848
test_61277,0.004678
test_61278,0.018590
test_61279,0.071410
test_61280,0.028994
test_61281,0.009085
test_61282,0.273092
test_61283,0.011062
test_61284,0.012114
test_61285,0.012071
test_61286,0.916725
test_61287,0.015728
test_61288,0.974027
test_61289,0.108125
test_61290,0.861790
test_61291,0.018287
test_61292,0.027172
test_61293,0.020682
test_61294,0.146781
test_61295,0.005845
test_61296,0.046253
test_61297,0.866124
test_61298,0.866605
test_61299,0.102924
test_61300,0.011405
test_61301,0.056220
test_61302,0.995493
test_61303,0.041870
test_61304,0.018199
test_61305,0.127393
test_61306,0.948017
test_61307,0.737987
test_61308,0.018454
test_61309,0.002481
test_61310,0.006009
test_61311,0.948932
test_61312,0.030320
test_61313,0.910588
test_61314,0.208728
test_61315,0.060419
test_61316,0.196839
test_61317,0.018030
test_61318,0.096144
test_61319,0.104417
test_61320,0.014334
test_61321,0.061426
test_61322,0.149835
test_61323,0.069566
test_61324,0.020302
test_61325,0.055600
test_61326,0.891258
test_61327,0.172487
test_61328,0.864203
test_61329,0.082210
test_61330,0.768934
test_61331,0.013804
test_61332,0.018511
test_61333,0.002661
test_61334,0.028683
test_61335,0.013171
test_61336,0.895833
test_61337,0.064068
test_61338,0.224598
test_61339,0.013276
test_61340,0.066663
test_61341,0.023785
test_61342,0.010364
test_61343,0.047065
test_61344,0.040846
test_61345,0.041216
test_61346,0.029722
test_61347,0.771885
test_61348,0.018596
test_61349,0.117019
test_61350,0.009800
test_61351,0.071726
test_61352,0.905452
test_61353,0.030129
test_61354,0.004833
test_61355,0.836081
test_61356,0.001739
test_61357,0.006440
test_61358,0.018519
test_61359,0.770187
test_61360,0.891667
test_61361,0.005289
test_61362,0.961368
test_61363,0.942025
test_61364,0.027725
test_61365,0.034926
test_61366,0.046556
test_61367,0.961811
test_61368,0.845773
test_61369,0.967818
test_61370,0.055242
test_61371,0.847431
test_61372,0.041200
test_61373,0.033990
test_61374,0.156952
test_61375,0.010254
test_61376,0.003550
test_61377,0.020427
test_61378,0.035432
test_61379,0.070420
test_61380,0.003604
test_61381,0.828716
test_61382,0.144958
test_61383,0.112351
test_61384,0.075347
test_61385,0.949790
test_61386,0.016619
test_61387,0.005139
test_61388,0.037204
test_61389,0.002241
test_61390,0.101794
test_61391,0.052353
test_61392,0.078967
test_61393,0.066630
test_61394,0.054820
test_61395,0.081475
test_61396,0.046498
test_61397,0.012521
test_61398,0.837618
test_61399,0.032040
test_61400,0.014825
test_61401,0.022882
test_61402,0.055811
test_61403,0.073694
test_61404,0.017099
test_61405,0.169867
test_61406,0.860991
test_61407,0.020506
test_61408,0.811029
test_61409,0.857807
test_61410,0.050662
test_61411,0.001829
test_61412,0.109404
test_61413,0.127790
test_61414,0.084605
test_61415,0.011761
test_61416,0.025513
test_61417,0.056137
test_61418,0.011452
test_61419,0.858708
test_61420,0.040664
test_61421,0.004361
test_61422,0.949335
test_61423,0.008303
test_61424,0.054492
test_61425,0.847481
test_61426,0.056260
test_61427,0.081771
test_61428,0.009829
test_61429,0.771966
test_61430,0.962415
test_61431,0.027616
test_61432,0.059266
test_61433,0.071283
test_61434,0.029523
test_61435,0.084582
test_61436,0.002220
test_61437,0.128927
test_61438,0.009606
test_61439,0.015161
test_61440,0.031260
test_61441,0.146788
test_61442,0.125445
test_61443,0.872739
test_61444,0.896698
test_61445,0.083862
test_61446,0.071543
test_61447,0.937378
test_61448,0.116687
test_61449,0.056588
test_61450,0.086566
test_61451,0.030672
test_61452,0.750926
test_61453,0.005086
test_61454,0.201234
test_61455,0.046541
test_61456,0.000873
test_61457,0.003235
test_61458,0.015818
test_61459,0.006828
test_61460,0.016099
test_61461,0.930207
test_61462,0.066106
test_61463,0.057921
test_61464,0.900201
test_61465,0.118648
test_61466,0.052198
test_61467,0.935443
test_61468,0.086609
test_61469,0.191493
test_61470,0.847916
test_61471,0.004281
test_61472,0.069721
test_61473,0.032469
test_61474,0.156761
test_61475,0.882962
test_61476,0.945143
test_61477,0.037877
test_61478,0.079793
test_61479,0.850159
test_61480,0.747639
test_61481,0.020514
test_61482,0.083356
test_61483,0.994701
test_61484,0.001290
test_61485,0.021404
test_61486,0.005834
test_61487,0.007020
test_61488,0.948385
test_61489,0.110985
test_61490,0.062078
test_61491,0.017453
test_61492,0.924822
test_61493,0.002637
test_61494,0.010692
test_61495,0.020266
test_61496,0.011496
test_61497,0.838364
test_61498,0.002503
test_61499,0.030150
test_61500,0.029115
test_61501,0.824721
test_61502,0.115626
test_61503,0.062325
test_61504,0.002710
test_61505,0.166581
test_61506,0.207990
test_61507,0.809603
test_61508,0.215638
test_61509,0.066977
test_61510,0.077626
test_61511,0.006093
test_61512,0.919671
test_61513,0.007223
test_61514,0.195208
test_61515,0.925431
test_61516,0.102349
test_61517,0.036325
test_61518,0.869545
test_61519,0.041015
test_61520,0.001197
test_61521,0.001080
test_61522,0.027517
test_61523,0.063175
test_61524,0.108425
test_61525,0.906811
test_61526,0.039519
test_61527,0.218652
test_61528,0.847482
test_61529,0.053172
test_61530,0.952192
test_61531,0.220552
test_61532,0.146672
test_61533,0.925320
test_61534,0.020913
test_61535,0.008749
test_61536,0.004100
test_61537,0.141962
test_61538,0.917807
test_61539,0.121206
test_61540,0.157042
test_61541,0.151209
test_61542,0.966149
test_61543,0.043223
test_61544,0.121864
test_61545,0.117771
test_61546,0.104748
test_61547,0.890167
test_61548,0.055778
test_61549,0.044105
test_61550,0.036867
test_61551,0.116070
test_61552,0.767324
test_61553,0.023955
test_61554,0.844750
test_61555,0.005959
test_61556,0.080650
test_61557,0.017880
test_61558,0.001765
test_61559,0.058098
test_61560,0.821878
test_61561,0.016201
test_61562,0.053087
test_61563,0.926878
test_61564,0.185417
test_61565,0.013367
test_61566,0.919306
test_61567,0.995214
test_61568,0.072411
test_61569,0.952225
test_61570,0.156791
test_61571,0.009589
test_61572,0.912756
test_61573,0.931817
test_61574,0.004598
test_61575,0.985090
test_61576,0.870369
test_61577,0.104289
test_61578,0.240293
test_61579,0.025548
test_61580,0.137429
test_61581,0.048826
test_61582,0.052545
test_61583,0.070214
test_61584,0.228253
test_61585,0.008202
test_61586,0.839177
test_61587,0.012749
test_61588,0.000999
test_61589,0.008389
test_61590,0.005414
test_61591,0.006620
test_61592,0.108733
test_61593,0.871381
test_61594,0.971041
test_61595,0.062753
test_61596,0.206733
test_61597,0.012177
test_61598,0.004491
test_61599,0.031131
test_61600,0.075221
test_61601,0.022897
test_61602,0.012906
test_61603,0.013067
test_61604,0.825952
test_61605,0.042278
test_61606,0.987133
test_61607,0.033560
test_61608,0.080854
test_61609,0.807805
test_61610,0.001422
test_61611,0.060731
test_61612,0.068767
test_61613,0.105734
test_61614,0.777723
test_61615,0.155864
test_61616,0.859843
test_61617,0.045192
test_61618,0.040878
test_61619,0.057242
test_61620,0.002449
test_61621,0.024142
test_61622,0.910822
test_61623,0.053776
test_61624,0.053378
test_61625,0.004551
test_61626,0.018829
test_61627,0.110803
test_61628,0.176198
test_61629,0.044272
test_61630,0.868967
test_61631,0.150440
test_61632,0.933882
test_61633,0.004339
test_61634,0.870259
test_61635,0.013411
test_61636,0.087386
test_61637,0.909318
test_61638,0.012173
test_61639,0.105606
test_61640,0.236338
test_61641,0.057219
test_61642,0.031216
test_61643,0.962860
test_61644,0.082670
test_61645,0.896187
test_61646,0.236685
test_61647,0.926228
test_61648,0.018870
test_61649,0.027586
test_61650,0.005451
test_61651,0.039889
test_61652,0.863073
test_61653,0.922674
test_61654,0.007846
test_61655,0.045071
test_61656,0.025187
test_61657,0.012400
test_61658,0.903828
test_61659,0.929505
test_61660,0.033835
test_61661,0.168851
test_61662,0.014162
test_61663,0.073557
test_61664,0.009370
test_61665,0.937827
test_61666,0.012066
test_61667,0.949269
test_61668,0.743578
test_61669,0.828691
test_61670,0.832881
test_61671,0.014369
test_61672,0.011402
test_61673,0.988434
test_61674,0.008262
test_61675,0.075758
test_61676,0.869049
test_61677,0.008361
test_61678,0.102443
test_61679,0.863181
test_61680,0.002049
test_61681,0.081680
test_61682,0.032558
test_61683,0.077569
test_61684,0.023850
test_61685,0.074081
test_61686,0.046833
test_61687,0.019001
test_61688,0.006848
test_61689,0.003052
test_61690,0.142433
test_61691,0.123882
test_61692,0.052815
test_61693,0.055908
test_61694,0.925585
test_61695,0.002793
test_61696,0.008889
test_61697,0.031877
test_61698,0.045198
test_61699,0.171087
test_61700,0.844258
test_61701,0.027488
test_61702,0.112369
test_61703,0.857693
test_61704,0.024070
test_61705,0.072431
test_61706,0.083598
test_61707,0.015344
test_61708,0.987525
test_61709,0.069635
test_61710,0.048799
test_61711,0.006615
test_61712,0.010258
test_61713,0.018665
test_61714,0.036112
test_61715,0.185202
test_61716,0.839222
test_61717,0.933312
test_61718,0.118673
test_61719,0.856958
test_61720,0.050910
test_61721,0.957180
test_61722,0.031065
test_61723,0.021932
test_61724,0.011194
test_61725,0.017182
test_61726,0.069220
test_61727,0.869577
test_61728,0.006215
test_61729,0.081101
test_61730,0.029153
test_61731,0.872762
test_61732,0.041463
test_61733,0.009081
test_61734,0.012217
test_61735,0.903240
test_61736,0.911585
test_61737,0.068333
test_61738,0.043106
test_61739,0.027540
test_61740,0.016298
test_61741,0.013610
test_61742,0.081728
test_61743,0.053538
test_61744,0.910192
test_61745,0.261220
test_61746,0.982507
test_61747,0.025651
test_61748,0.023896
test_61749,0.028012
test_61750,0.006725
test_61751,0.050967
test_61752,0.013406
test_61753,0.011210
test_61754,0.044525
test_61755,0.214627
test_61756,0.002918
test_61757,0.906812
test_61758,0.006973
test_61759,0.072434
test_61760,0.003898
test_61761,0.003071
test_61762,0.087436
test_61763,0.010250
test_61764,0.007656
test_61765,0.001031
test_61766,0.819073
test_61767,0.112735
test_61768,0.016801
test_61769,0.078458
test_61770,0.109417
test_61771,0.931525
test_61772,0.023615
test_61773,0.757056
test_61774,0.923069
test_61775,0.055524
test_61776,0.879106
test_61777,0.907855
test_61778,0.040276
test_61779,0.110661
test_61780,0.142635
test_61781,0.029613
test_61782,0.005169
test_61783,0.897901
test_61784,0.059380
test_61785,0.011834
test_61786,0.817191
test_61787,0.106915
test_61788,0.128709
test_61789,0.038020
test_61790,0.001253
test_61791,0.145599
test_61792,0.079351
test_61793,0.032406
test_61794,0.004742
test_61795,0.853285
test_61796,0.830231
test_61797,0.022136
test_61798,0.007442
test_61799,0.022187
test_61800,0.063165
test_61801,0.907127
test_61802,0.009929
test_61803,0.128265
test_61804,0.033801
test_61805,0.016961
test_61806,0.005801
test_61807,0.026832
test_61808,0.029687
test_61809,0.005851
test_61810,0.037376
test_61811,0.011380
test_61812,0.069614
test_61813,0.005635
test_61814,0.106180
test_61815,0.870630
test_61816,0.046077
test_61817,0.136669
test_61818,0.065280
test_61819,0.057725
test_61820,0.058042
test_61821,0.035849
test_61822,0.043273
test_61823,0.003242
test_61824,0.912548
test_61825,0.007264
test_61826,0.976154
test_61827,0.001212
test_61828,0.142171
test_61829,0.001810
test_61830,0.012166
test_61831,0.920303
test_61832,0.036083
test_61833,0.752684
test_61834,0.009788
test_61835,0.038040
test_61836,0.055379
test_61837,0.183938
test_61838,0.030918
test_61839,0.029635
test_61840,0.021765
test_61841,0.006773
test_61842,0.054891
test_61843,0.060669
test_61844,0.956915
test_61845,0.123294
test_61846,0.931109
test_61847,0.014752
test_61848,0.057090
test_61849,0.097953
test_61850,0.935255
test_61851,0.006308
test_61852,0.017954
test_61853,0.017597
test_61854,0.009227
test_61855,0.055869
test_61856,0.818107
test_61857,0.030302
test_61858,0.004531
test_61859,0.071055
test_61860,0.868988
test_61861,0.047097
test_61862,0.026056
test_61863,0.074965
test_61864,0.979912
test_61865,0.127903
test_61866,0.016177
test_61867,0.025787
test_61868,0.894681
test_61869,0.132377
test_61870,0.063773
test_61871,0.878773
test_61872,0.000424
test_61873,0.913855
test_61874,0.934468
test_61875,0.093407
test_61876,0.005390
test_61877,0.978075
test_61878,0.031486
test_61879,0.149225
test_61880,0.048804
test_61881,0.892499
test_61882,0.891721
test_61883,0.024399
test_61884,0.877344
test_61885,0.159047
test_61886,0.027924
test_61887,0.991759
test_61888,0.921675
test_61889,0.015546
test_61890,0.006416
test_61891,0.008454
test_61892,0.942055
test_61893,0.767322
test_61894,0.183519
test_61895,0.000369
test_61896,0.067443
test_61897,0.061824
test_61898,0.818089
test_61899,0.004888
test_61900,0.112715
test_61901,0.010790
test_61902,0.023109
test_61903,0.018076
test_61904,0.009812
test_61905,0.003777
test_61906,0.011229
test_61907,0.005551
test_61908,0.034653
test_61909,0.065436
test_61910,0.009066
test_61911,0.004227
test_61912,0.914229
test_61913,0.043094
test_61914,0.919296
test_61915,0.008785
test_61916,0.017381
test_61917,0.845211
test_61918,0.042775
test_61919,0.041298
test_61920,0.011342
test_61921,0.043809
test_61922,0.914245
test_61923,0.096203
test_61924,0.089152
test_61925,0.049333
test_61926,0.048255
test_61927,0.002001
test_61928,0.004608
test_61929,0.085516
test_61930,0.017504
test_61931,0.837968
test_61932,0.871002
test_61933,0.085432
test_61934,0.010302
test_61935,0.005763
test_61936,0.077257
test_61937,0.027033
test_61938,0.016795
test_61939,0.884077
test_61940,0.127578
test_61941,0.001780
test_61942,0.025505
test_61943,0.143251
test_61944,0.112750
test_61945,0.936436
test_61946,0.092095
test_61947,0.902335
test_61948,0.083505
test_61949,0.974428
test_61950,0.030990
test_61951,0.043080
test_61952,0.012231
test_61953,0.880967
test_61954,0.910485
test_61955,0.007681
test_61956,0.063866
test_61957,0.034732
test_61958,0.968524
test_61959,0.006841
test_61960,0.053992
test_61961,0.062118
test_61962,0.050903
test_61963,0.085050
test_61964,0.947749
test_61965,0.969804
test_61966,0.029679
test_61967,0.835117
test_61968,0.035393
test_61969,0.007248
test_61970,0.044371
test_61971,0.031625
test_61972,0.019998
test_61973,0.044500
test_61974,0.944539
test_61975,0.022100
test_61976,0.016239
test_61977,0.806366
test_61978,0.096430
test_61979,0.031795
test_61980,0.072273
test_61981,0.145669
test_61982,0.006056
test_61983,0.920079
test_61984,0.002131
test_61985,0.839677
test_61986,0.162949
test_61987,0.116433
test_61988,0.015043
test_61989,0.945790
test_61990,0.073763
test_61991,0.870912
test_61992,0.189432
test_61993,0.060556
test_61994,0.039455
test_61995,0.064221
test_61996,0.011389
test_61997,0.101573
test_61998,0.935550
test_61999,0.053397
test_62000,0.890713
test_62001,0.005671
test_62002,0.090713
test_62003,0.903198
test_62004,0.025225
test_62005,0.098793
test_62006,0.022521
test_62007,0.005185
test_62008,0.016628
test_62009,0.032289
test_62010,0.853871
test_62011,0.034420
test_62012,0.018159
test_62013,0.093134
test_62014,0.019506
test_62015,0.847519
test_62016,0.007141
test_62017,0.060779
test_62018,0.016889
test_62019,0.071929
test_62020,0.097394
test_62021,0.111491
test_62022,0.878587
test_62023,0.013148
test_62024,0.059944
test_62025,0.915497
test_62026,0.210404
test_62027,0.013589
test_62028,0.772005
test_62029,0.240161
test_62030,0.126624
test_62031,0.013395
test_62032,0.025619
test_62033,0.003833
test_62034,0.273672
test_62035,0.001854
test_62036,0.004500
test_62037,0.046126
test_62038,0.098931
test_62039,0.032504
test_62040,0.025670
test_62041,0.028138
test_62042,0.076446
test_62043,0.001047
test_62044,0.156210
test_62045,0.919640
test_62046,0.004038
test_62047,0.119655
test_62048,0.000280
test_62049,0.092131
test_62050,0.108102
test_62051,0.059944
test_62052,0.007223
test_62053,0.027492
test_62054,0.116275
test_62055,0.091460
test_62056,0.044114
test_62057,0.898259
test_62058,0.032110
test_62059,0.150727
test_62060,0.078718
test_62061,0.916559
test_62062,0.942957
test_62063,0.010644
test_62064,0.005333
test_62065,0.038404
test_62066,0.006658
test_62067,0.013585
test_62068,0.022996
test_62069,0.236452
test_62070,0.839608
test_62071,0.007758
test_62072,0.914570
test_62073,0.933299
test_62074,0.038602
test_62075,0.084096
test_62076,0.009723
test_62077,0.004238
test_62078,0.031872
test_62079,0.014094
test_62080,0.013107
test_62081,0.836812
test_62082,0.057140
test_62083,0.926282
test_62084,0.007280
test_62085,0.003663
test_62086,0.002822
test_62087,0.920979
test_62088,0.854543
test_62089,0.039034
test_62090,0.009827
test_62091,0.009627
test_62092,0.024544
test_62093,0.048293
test_62094,0.008074
test_62095,0.006374
test_62096,0.043381
test_62097,0.990216
test_62098,0.013697
test_62099,0.145305
test_62100,0.012738
test_62101,0.004747
test_62102,0.912916
test_62103,0.063906
test_62104,0.063130
test_62105,0.006196
test_62106,0.010429
test_62107,0.935868
test_62108,0.081007
test_62109,0.053457
test_62110,0.002256
test_62111,0.199201
test_62112,0.019495
test_62113,0.066388
test_62114,0.026052
test_62115,0.076001
test_62116,0.008950
test_62117,0.061781
test_62118,0.048376
test_62119,0.063085
test_62120,0.072762
test_62121,0.013039
test_62122,0.831412
test_62123,0.002791
test_62124,0.010401
test_62125,0.073838
test_62126,0.121938
test_62127,0.017504
test_62128,0.168371
test_62129,0.842377
test_62130,0.026105
test_62131,0.026339
test_62132,0.052355
test_62133,0.043340
test_62134,0.857773
test_62135,0.072791
test_62136,0.004283
test_62137,0.071123
test_62138,0.107386
test_62139,0.931061
test_62140,0.053206
test_62141,0.080586
test_62142,0.037628
test_62143,0.235863
test_62144,0.013608
test_62145,0.026271
test_62146,0.046905
test_62147,0.009238
test_62148,0.795013
test_62149,0.101974
test_62150,0.004447
test_62151,0.001740
test_62152,0.068702
test_62153,0.060346
test_62154,0.010661
test_62155,0.179909
test_62156,0.122901
test_62157,0.845537
test_62158,0.136214
test_62159,0.117056
test_62160,0.150482
test_62161,0.002242
test_62162,0.076368
test_62163,0.030457
test_62164,0.893769
test_62165,0.949461
test_62166,0.121692
test_62167,0.957271
test_62168,0.007082
test_62169,0.050766
test_62170,0.028874
test_62171,0.015987
test_62172,0.009362
test_62173,0.021888
test_62174,0.744302
test_62175,0.120453
test_62176,0.021517
test_62177,0.092761
test_62178,0.940740
test_62179,0.850099
test_62180,0.006286
test_62181,0.001854
test_62182,0.002809
test_62183,0.031484
test_62184,0.023326
test_62185,0.186661
test_62186,0.841866
test_62187,0.013147
test_62188,0.004167
test_62189,0.081788
test_62190,0.081296
test_62191,0.122935
test_62192,0.111550
test_62193,0.081752
test_62194,0.009191
test_62195,0.008426
test_62196,0.131490
test_62197,0.002044
test_62198,0.021350
test_62199,0.141377
test_62200,0.039732
test_62201,0.014895
test_62202,0.035329
test_62203,0.809004
test_62204,0.060333
test_62205,0.008765
test_62206,0.089075
test_62207,0.085294
test_62208,0.003193
test_62209,0.108503
test_62210,0.092451
test_62211,0.136237
test_62212,0.023386
test_62213,0.102478
test_62214,0.887513
test_62215,0.885015
test_62216,0.031765
test_62217,0.038738
test_62218,0.006270
test_62219,0.018425
test_62220,0.008528
test_62221,0.018143
test_62222,0.037773
test_62223,0.063178
test_62224,0.178830
test_62225,0.969268
test_62226,0.045578
test_62227,0.883479
test_62228,0.954621
test_62229,0.106820
test_62230,0.051521
test_62231,0.009824
test_62232,0.124325
test_62233,0.882349
test_62234,0.051215
test_62235,0.789936
test_62236,0.067600
test_62237,0.146541
test_62238,0.034743
test_62239,0.010792
test_62240,0.118400
test_62241,0.014991
test_62242,0.982340
test_62243,0.026782
test_62244,0.075736
test_62245,0.022508
test_62246,0.065202
test_62247,0.008099
test_62248,0.004297
test_62249,0.015870
test_62250,0.812114
test_62251,0.105492
test_62252,0.019868
test_62253,0.056859
test_62254,0.063505
test_62255,0.225631
test_62256,0.942582
test_62257,0.870715
test_62258,0.900069
test_62259,0.025877
test_62260,0.977530
test_62261,0.025834
test_62262,0.109854
test_62263,0.008234
test_62264,0.138558
test_62265,0.025909
test_62266,0.033406
test_62267,0.107219
test_62268,0.030153
test_62269,0.942890
test_62270,0.006771
test_62271,0.866625
test_62272,0.928339
test_62273,0.020549
test_62274,0.130030
test_62275,0.090525
test_62276,0.048320
test_62277,0.028206
test_62278,0.839155
test_62279,0.907529
test_62280,0.049103
test_62281,0.040624
test_62282,0.018040
test_62283,0.831258
test_62284,0.082724
test_62285,0.098504
test_62286,0.015443
test_62287,0.014152
test_62288,0.104271
test_62289,0.055126
test_62290,0.010594
test_62291,0.949215
test_62292,0.074444
test_62293,0.130536
test_62294,0.003753
test_62295,0.003895
test_62296,0.016389
test_62297,0.020059
test_62298,0.039142
test_62299,0.006013
test_62300,0.093812
test_62301,0.094819
test_62302,0.102070
test_62303,0.235956
test_62304,0.791509
test_62305,0.897925
test_62306,0.007155
test_62307,0.992539
test_62308,0.874685
test_62309,0.012444
test_62310,0.021246
test_62311,0.941708
test_62312,0.997591
test_62313,0.896565
test_62314,0.058523
test_62315,0.011647
test_62316,0.791323
test_62317,0.124321
test_62318,0.003755
test_62319,0.940896
test_62320,0.063312
test_62321,0.927157
test_62322,0.077811
test_62323,0.091952
test_62324,0.874875
test_62325,0.014779
test_62326,0.090750
test_62327,0.027759
test_62328,0.083267
test_62329,0.957763
test_62330,0.911790
test_62331,0.014301
test_62332,0.102422
test_62333,0.001022
test_62334,0.170602
test_62335,0.192031
test_62336,0.094444
test_62337,0.039798
test_62338,0.002924
test_62339,0.024614
test_62340,0.020696
test_62341,0.039844
test_62342,0.041588
test_62343,0.057222
test_62344,0.217666
test_62345,0.760014
test_62346,0.947427
test_62347,0.017729
test_62348,0.884084
test_62349,0.063311
test_62350,0.056728
test_62351,0.936960
test_62352,0.016480
test_62353,0.027096
test_62354,0.054521
test_62355,0.874968
test_62356,0.017581
test_62357,0.017661
test_62358,0.921236
test_62359,0.968989
test_62360,0.012238
test_62361,0.001139
test_62362,0.079801
test_62363,0.002789
test_62364,0.007333
test_62365,0.069631
test_62366,0.085628
test_62367,0.913823
test_62368,0.038182
test_62369,0.033396
test_62370,0.104658
test_62371,0.124359
test_62372,0.045919
test_62373,0.027866
test_62374,0.713225
test_62375,0.049961
test_62376,0.004031
test_62377,0.038898
test_62378,0.015360
test_62379,0.870432
test_62380,0.043160
test_62381,0.070143
test_62382,0.186248
test_62383,0.873581
test_62384,0.002258
test_62385,0.826296
test_62386,0.051748
test_62387,0.068717
test_62388,0.003763
test_62389,0.887208
test_62390,0.083334
test_62391,0.980575
test_62392,0.023168
test_62393,0.020234
test_62394,0.040313
test_62395,0.790842
test_62396,0.952007
test_62397,0.019164
test_62398,0.020350
test_62399,0.024018
test_62400,0.008391
test_62401,0.076976
test_62402,0.943312
test_62403,0.001691
